,ID,Label,,Alt Label 1,Alt Label 2,Definition,Definition Source,RDF Type,Class Type,Parent IRI,Parent IRI,Parent IRI,Parent IRI,Parent IRI,Equivalent to definedByProbe,Equivalent to definedByProcess,Equivalent to definedByDependence,Equivalent to definedByPurpose,Equivalent,Equivalent ,Disjoint Classes,Individual,Property Assertions,Super Property,Domain,Range
,ID,A rdfs:label,,A http://www.w3.org/2004/02/skos/core#altLabel,A http://www.w3.org/2004/02/skos/core#altLabel,A IAO:0000115,A IAO:0000119,TYPE,CLASS_TYPE,CI,CI,CI,CI,CI,EC definedByProbe some %,EC definedByProcess some %,EC definedByDependence some %,EC definedByPurpose some  %,EC %,EC %,DC %,TI %,I 'hasTechnique',SP %,DOMAIN,RANGE
,,,,,,,,,,,,,,,,,,,,,,,,,,
Base IRI,,http://purl.org/pan-science/PaNET/,,,,,,,,,,,,,,,,,,,,,,,,
Root name,,PaNET,,,,,,,,,,,,,,,,,,,,,,,,
ID number,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,http://purl.org/pan-science/PaNET/PaNET01090,dichroism,,,,Any technique that depends essentially on probe polarization,,owl:Class,subclass, versus polarization,photon probe,,,,,,,,,,,,,,,
1091,http://purl.org/pan-science/PaNET/PaNET01091,dichroism spectroscopy,,,,,,owl:Class,,,,,,,,,,,('dichroism' and 'spectroscopy'),,,,,,,
1092,http://purl.org/pan-science/PaNET/PaNET01092,emission spectroscopy,,,,,,owl:Class,,,,,,,,,,,('emission technique' and 'versus emitted energy'),,,,,,,
1093,http://purl.org/pan-science/PaNET/PaNET01093,photoemission spectroscopy,,,,,https://en.wikipedia.org/wiki/Photoemission_spectroscopy,owl:Class,,,,,,,,,,,('emission spectroscopy' and 'photoelectron emission'),,,,,,,
1094,http://purl.org/pan-science/PaNET/PaNET01094,fluorescence luminescence,,,,,,owl:Class,,,,,,,,fluorescence_luminescence,,,,,,,,,,
1095,http://purl.org/pan-science/PaNET/PaNET01095,x-ray fluorescence spectroscopy,,,,,,owl:Class,,,,,,,,,,,('x-ray probe' and 'x-ray emission technique' and 'versus incident energy'),,,,,,,
1096,http://purl.org/pan-science/PaNET/PaNET01096,fluorescence tomography,,,,,,owl:Class,,,,,,,,,,,('photon emission technique' and 'tomography'),,,,,,,
1097,http://purl.org/pan-science/PaNET/PaNET01097,gamma spectroscopy,,,,,https://en.wikipedia.org/wiki/Gamma_spectroscopy,owl:Class,,,,,,,,,,,('gamma-ray emission technique' and 'spectroscopy'),,,,,,,
1098,http://purl.org/pan-science/PaNET/PaNET01098,grazing incidence diffraction,,,,,https://en.wikipedia.org/wiki/Grazing_incidence_diffraction,owl:Class,,,,,,,,grazing_incidence_diffraction,,,,,,,,,,
1099,http://purl.org/pan-science/PaNET/PaNET01099,grazing incidence small angle scattering,,GISAS,grazing incidence SAS,,https://en.wikipedia.org/wiki/Grazing-incidence_small-angle_scattering,owl:Class,,,,,,,,,,,('grazing incidence diffraction' and 'small angle scattering'),,,,,,,
1100,http://purl.org/pan-science/PaNET/PaNET01100,neutron powder diffraction,,NPD,,A neutron powder diffraction technique,,owl:Class,,,,,,,,,,,('powder diffraction' and 'neutron diffraction'),,,,,,,
1101,http://purl.org/pan-science/PaNET/PaNET01101,x-ray powder diffraction,,XPD,,,,owl:Class,,,,,,,,,,,('powder diffraction' and 'x-ray probe'),,,,,,,
1102,http://purl.org/pan-science/PaNET/PaNET01102,x-ray single crystal diffraction,,single crystal x-ray diffraction,SXRD,,,owl:Class,,,,,,,,,,,('x-ray probe' and 'single crystal diffraction'),,,,,,,
1103,http://purl.org/pan-science/PaNET/PaNET01103,hard x-ray photoelectron spectroscopy,,HAXPES,hard photoelectron spectroscopy,,,owl:Class,,,,,,,,,,,('hard x-ray probe' and 'photoelectron spectroscopy'),,,,,,,
1104,http://purl.org/pan-science/PaNET/PaNET01104,high resolution photoelectron spectroscopy,,,,,,owl:Class,,,,,,,,,,,('spectroscopy' and 'photoelectron emission' and 'versus emitted energy' and 'high energy resolution emission technique'),,,,,,,
1105,http://purl.org/pan-science/PaNET/PaNET01105,holography,,,,,https://en.wikipedia.org/wiki/Holography,owl:Class,,,,,,,,,,,('reference beam' and 'imaging'),,,,,,,
1106,http://purl.org/pan-science/PaNET/PaNET01106,imaging,,,,,,owl:Class,,,,,,,,,,,,obtain spatial map,,,,,,
1107,http://purl.org/pan-science/PaNET/PaNET01107,inelastic small angle scattering,,inelastic SAS,,,,owl:Class,,,,,,,,,,,('inelastic scattering' and 'small angle scattering'),,,,,,,
1108,http://purl.org/pan-science/PaNET/PaNET01108,inelastic scattering spectroscopy,,,,,,owl:Class,,,,,,,,,,,('inelastic scattering' and 'versus energy loss'),,,,,,,
1109,http://purl.org/pan-science/PaNET/PaNET01109,infrared spectroscopy,,IR spectroscopy,,,https://en.wikipedia.org/wiki/Infrared_spectroscopy,owl:Class,,,,,,,,,,,('IR photon probe' and 'spectroscopy'),,,,,,,
1110,http://purl.org/pan-science/PaNET/PaNET01110,infrared microspectroscopy,,,,,,owl:Class,,,,,,,,,,,('infrared spectroscopy' and 'microscopy'),,,,,,,
1111,http://purl.org/pan-science/PaNET/PaNET01111,luminescence,,,,,https://en.wikipedia.org/wiki/Luminescence,owl:Class,,,,,,,,luminescence_,,,,,,,,,,
1112,http://purl.org/pan-science/PaNET/PaNET01112,fluorescence imaging,,,,,,owl:Class,,,,,,,,,,,('photon emission technique' and 'imaging'),,,,,,,
1113,http://purl.org/pan-science/PaNET/PaNET01113,fluorescence microscopy,,microfluorescence,Micro XRF,,,owl:Class,,,,,,,,,,,('fluorescence imaging' and 'microscopy'),,,,,,,
1114,http://purl.org/pan-science/PaNET/PaNET01114,muon spectroscopy,,,,,https://en.wikipedia.org/wiki/Muon_spin_spectroscopy,owl:Class,,,,,,,,,,,('muon probe' and 'muon spin resonance' and 'versus time' and 'obtain internal field'),,,,,,,
1115,http://purl.org/pan-science/PaNET/PaNET01115,optical spectroscopy,,,,,,owl:Class,,,,,,,,,,,('visible photon probe' and 'versus energy'),,,,,,,
1116,http://purl.org/pan-science/PaNET/PaNET01116,phase contrast imaging,,,,,https://en.wikipedia.org/wiki/Phase-contrast_imaging,owl:Class,,,,,,,,,,,('refraction technique' and 'imaging'),,,,,,,
1117,http://purl.org/pan-science/PaNET/PaNET01117,photon correlation spectroscopy,,PCS,,,https://en.wikipedia.org/wiki/Dynamic_light_scattering,owl:Class,,,,,,,,,,,('coherent diffraction' and 'versus momentum transfer' and 'versus time'),,,,,,,
1118,http://purl.org/pan-science/PaNET/PaNET01118,polarised reflectivity,,,,,,owl:Class,,,,,,,,,,,('reflection technique' and 'versus momentum transfer' and 'versus polarization'),,,,,,,
1119,http://purl.org/pan-science/PaNET/PaNET01119,spin echo  scattering,,,,,,owl:Class,,,,,,,,,,,('neutron probe' and 'spin echo technique'),,,,,,,
1120,http://purl.org/pan-science/PaNET/PaNET01120,quasielastic neutron spin echo scattering,,quasi elastic spin echo,quasielastic spin echo,,,owl:Class,,,,,,,,,,,('spin echo  scattering' and 'quasielastic scattering'),,,,,,,
1121,http://purl.org/pan-science/PaNET/PaNET01121,reflectometry,,reflectivity,,,https://en.wikipedia.org/wiki/Reflectometry,owl:Class,,,,,,,,,,,('reflection technique' and 'versus momentum transfer'),,,,,,,
1122,http://purl.org/pan-science/PaNET/PaNET01122,resonant diffraction,,anomalous scattering,anomalous diffraction,,,owl:Class,,,,,,,,,,,('diffraction' and 'atomic core excitation' and 'resonant scattering'),,,,,,,
1123,http://purl.org/pan-science/PaNET/PaNET01123,scanning transmission microscopy,,STM,,,,owl:Class,,,,,,,,,,,('absorption technique' and 'versus position' and 'scanning probe' and 'microscopy'),,,,,,,
1124,http://purl.org/pan-science/PaNET/PaNET01124,small angle scattering,,SAS,small angle diffraction,,https://en.wikipedia.org/wiki/Small-angle_scattering,owl:Class,,,,,,,,small_angle_scattering,,,,,,,,,,
1125,http://purl.org/pan-science/PaNET/PaNET01125,spectroscopy,,,,,https://en.wikipedia.org/wiki/Spectroscopy,owl:Class,,,,,,,,,spectroscopy_,,,,,,,,,
1126,http://purl.org/pan-science/PaNET/PaNET01126,spin echo resolved grazing incidence scattering,,,,,,owl:Class,,,,,,,,,,,('spin echo  scattering' and 'low surface momentum transfer scattering'),,,,,,,
1127,http://purl.org/pan-science/PaNET/PaNET01127,spin echo small angle scattering,,spin echo SANS,,,,owl:Class,,,,,,,,,,,('spin echo  scattering' and 'small angle scattering'),,,,,,,
1128,http://purl.org/pan-science/PaNET/PaNET01128,surface diffraction,,,,,,owl:Class,subclass,atomic scale diffraction 2D surface or film,,,,,,,,,,,,,,,,
1129,http://purl.org/pan-science/PaNET/PaNET01129,tomography,,,,,https://en.wikipedia.org/wiki/Tomography,owl:Class,,,,,,,,,,tomography_,,,,,,,,
1130,http://purl.org/pan-science/PaNET/PaNET01130,UV VUV spectroscopy,,,,,,owl:Class,,,,,,,,,,,('UV photon probe' and 'spectroscopy'),,,,,,,
1131,http://purl.org/pan-science/PaNET/PaNET01131,UV and visible circular dichroism spectroscopy,,,,,,owl:Class,,,,,,,,,,,('UV visible photon probe' and 'dichroism spectroscopy'),,,,,,,
1132,http://purl.org/pan-science/PaNET/PaNET01132,UV circular dichroism,,UVCD,,,,owl:Class,,,,,,,,,,,('circular dichroism' and 'UV photon probe'),,,,,,,
1133,http://purl.org/pan-science/PaNET/PaNET01133,ultra small angle scattering,,USAS,,,,owl:Class,,,,,,,,,,,('ultra low momentum transfer scattering' and 'small angle scattering'),,,,,,,
1134,http://purl.org/pan-science/PaNET/PaNET01134,wide angle scattering,,,,,,owl:Class,,,,,,,,wide_angle_scattering,,,,,,,,,,
1135,http://purl.org/pan-science/PaNET/PaNET01135,absorption spectroscopy,,,,,,owl:Class,,,,,,,,,,,('absorption technique' and 'spectroscopy'),,,,,,,
1136,http://purl.org/pan-science/PaNET/PaNET01136,diffraction imaging,,topography,,,,owl:Class,,,,,,,,,,,('diffraction' and 'imaging'),,,,,,,
1137,http://purl.org/pan-science/PaNET/PaNET01137,x-ray magnetic circular dichroism,,XMCD,,,https://en.wikipedia.org/wiki/X-ray_magnetic_circular_dichroism,owl:Class,,,,,,,,,,,('x-ray probe' and 'versus photon circular polarization' and 'absorption technique' and 'magnetism technique'),,,,,,,
1138,http://purl.org/pan-science/PaNET/PaNET01138,linear dichroism,,LD,,,https://en.wikipedia.org/wiki/Linear_dichroism,owl:Class,,,,,,,,,,,('absorption technique' and 'versus photon linear polarization' and 'dichroism'),,,,,,,
1139,http://purl.org/pan-science/PaNET/PaNET01139,natural linear dichroism,,,,,,owl:Class,subclass,linear dichroism,,,,,,,,,,,,,,,,
1140,http://purl.org/pan-science/PaNET/PaNET01140,x-ray excited optical luminescence,,XEOL,,,,owl:Class,,,,,,,,,,,('x-ray probe' and 'visible photon emission technique'),,,,,,,
1141,http://purl.org/pan-science/PaNET/PaNET01141,magnetic circular dichroism,,MCD,,,https://en.wikipedia.org/wiki/Magnetic_circular_dichroism,owl:Class,,,,,,,,,,,('photon probe' and 'versus photon circular polarization' and 'magnetism technique' and 'absorption technique'),,,,,,,
1142,http://purl.org/pan-science/PaNET/PaNET01142,magnetic linear dichroism,,,,,,owl:Class,,,,,,,,,,,('photon probe' and 'versus photon linear polarization' and 'magnetism technique' and 'absorption technique'),,,,,,,
1143,http://purl.org/pan-science/PaNET/PaNET01143,magnetochiral dichroism,,MChD,,,,owl:Class,,,,,,,,,,,('photon probe' and 'versus polarization' and 'chiral determination' and 'magnetism technique'),,,,,,,
1144,http://purl.org/pan-science/PaNET/PaNET01144,natural circular dichroism,,NCD,,,,owl:Class,,,,,,,,,,,('photon probe' and 'versus photon circular polarization' and 'chiral determination' and 'dichroism'),,,,,,,
1145,http://purl.org/pan-science/PaNET/PaNET01145,electron microscopy,,EM,,,https://en.wikipedia.org/wiki/Electron_microscope,owl:Class,,,,,,,,,,,('electron emission technique' and 'microscopy'),,,,,,,
1146,http://purl.org/pan-science/PaNET/PaNET01146,photoemission electron microscopy,,PEEM,photoelectron emission microscopy,,https://en.wikipedia.org/wiki/Photoemission_electron_microscopy,owl:Class,,,,,,,,,,,('photon probe' and 'electron microscopy'),,,,,,,
1147,http://purl.org/pan-science/PaNET/PaNET01147,scanning probe imaging,,,,,,owl:Class,,,,,,,,,,,('versus position' and 'scanning probe' and 'imaging'),,,,,,,
1148,http://purl.org/pan-science/PaNET/PaNET01148,scanning probe microscopy,,scanning microscopy,,,,owl:Class,,,,,,,,,,,('scanning probe imaging' and 'microscopy'),,,,,,,
1149,http://purl.org/pan-science/PaNET/PaNET01149,x-ray reflectivity,,XRR,x-ray reflectometry,,https://en.wikipedia.org/wiki/X-ray_reflectivity,owl:Class,,,,,,,,,,,('x-ray probe' and 'reflection technique' and 'versus momentum transfer'),,,,,,,
1150,http://purl.org/pan-science/PaNET/PaNET01150,grating interferometry,,,,,,owl:Class,,,,,,,,,,,('interferometry technique' and 'refraction technique' and 'propagation technique'),,,,,,,
1151,http://purl.org/pan-science/PaNET/PaNET01151,absorption tomography,,,,,,owl:Class,,,,,,,,,,,('tomography' and 'absorption technique'),,,,,,,
1152,http://purl.org/pan-science/PaNET/PaNET01152,propagation phase contrast tomography,,,,,,owl:Class,,,,,,,,,,,('propagation technique' and 'tomography' and 'refraction technique'),,,,,,,
1153,http://purl.org/pan-science/PaNET/PaNET01153,ultrafast tomography,,,,,,owl:Class,,,,,,,,,,,('tomography' and 'versus time ultrafast'),,,,,,,
1154,http://purl.org/pan-science/PaNET/PaNET01154,nanotomography,,,,,https://en.wikipedia.org/wiki/Nanotomography,owl:Class,,,,,,,,,,,('tomography' and 'obtain ultrahigh resolution spatial map'),,,,,,,
1155,http://purl.org/pan-science/PaNET/PaNET01155,absorption and phase contrast nanotomography,,,,,,owl:Class,,,,,,,,,,,('nanotomography' and 'absorption technique' and 'refraction technique'),,,,,,,
1156,http://purl.org/pan-science/PaNET/PaNET01156,x-ray spectroscopy,,,,,https://en.wikipedia.org/wiki/X-ray_spectroscopy,owl:Class,,,,,,,,,,,('spectroscopy' and 'x-ray probe'),,,,,,,
1157,http://purl.org/pan-science/PaNET/PaNET01157,in-situ diffraction,,,,,,owl:Class,,,,,,,,in-situ_diffraction,,,,,,,,,,
1158,http://purl.org/pan-science/PaNET/PaNET01158,in-situ surface diffraction,,,,,,owl:Class,,,,,,,,,,,('surface diffraction' and 'in-situ diffraction'),,,,,,,
1159,http://purl.org/pan-science/PaNET/PaNET01159,energy dispersive diffraction,,EDD,,,,owl:Class,,,,,,,,,,,('powder diffraction' and 'dispersive technique'),,,,,,,
1160,http://purl.org/pan-science/PaNET/PaNET01160,energy dispersive x-ray diffraction,,EDXRD,,,https://en.wikipedia.org/wiki/Energy-dispersive_X-ray_diffraction,owl:Class,,,,,,,,,,,('energy dispersive diffraction' and 'x-ray probe'),,,,,,,
1161,http://purl.org/pan-science/PaNET/PaNET01161,grazing incidence x-ray diffraction,,GIXD,,,,owl:Class,,,,,,,,,,,('grazing incidence diffraction' and 'x-ray probe'),,,,,,,
1162,http://purl.org/pan-science/PaNET/PaNET01162,grazing incidence small angle x-ray scattering,,GISAXS,,,https://en.wikipedia.org/wiki/Grazing-incidence_small-angle_scattering,owl:Class,,,,,,,,,,,('grazing incidence small angle scattering' and 'small angle x-ray scattering'),,,,,,,
1163,http://purl.org/pan-science/PaNET/PaNET01163,high pressure single crystal diffraction,,Diffraction,,,,owl:Class,,,,,,,,,,,('single crystal diffraction' and 'versus sample pressure'),,,,,,,
1164,http://purl.org/pan-science/PaNET/PaNET01164,macromolecular crystallography,,MX,protein crystallography,,,owl:Class,,,,,,,,,,,('single crystal diffraction' and 'crystallography'),,,,,,,
1165,http://purl.org/pan-science/PaNET/PaNET01165,multi wavelength anomalous diffraction,,MAD,multi wavelength anomalous dispersion,,https://en.wikipedia.org/wiki/Multi-wavelength_anomalous_dispersion,owl:Class,,,,,,,,,,,('macromolecular crystallography' and 'versus energy' and 'atomic core excitation' and 'x-ray probe'),,,,,,,
1166,http://purl.org/pan-science/PaNET/PaNET01166,photo crystallography,,,,,,owl:Class,,,,,,,,,,,('single crystal diffraction' and 'photo excitation' and 'crystallography'),,,,,,,
1167,http://purl.org/pan-science/PaNET/PaNET01167,photoelectron diffraction,,PhD,,,,owl:Class,,,,,,,,,,,('electron emission technique' and 'coherent emission technique' and 'x-ray probe'),,,,,,,
1168,http://purl.org/pan-science/PaNET/PaNET01168,serial femtosecond crystallography,,SFX,,,https://en.wikipedia.org/wiki/Serial_femtosecond_crystallography,owl:Class,,,,,,,,,,,('x-ray single crystal diffraction' and 'ultrafast probe' and 'crystallography' and 'single shot technique'),,,,,,,
1169,http://purl.org/pan-science/PaNET/PaNET01169,serial synchrotron crystallography,,SSX,,,,owl:Class,,,,,,,,,,,('x-ray single crystal diffraction' and 'pulsed probe' and 'crystallography' and 'single shot technique'),,,,,,,
1170,http://purl.org/pan-science/PaNET/PaNET01170,single wavelength anomalous diffraction,,SAD,single wavelength anomalous dispersion,,https://en.wikipedia.org/wiki/Single-wavelength_anomalous_dispersion,owl:Class,,,,,,,,,,,('macromolecular crystallography' and 'atomic core excitation'),,,,,,,
1171,http://purl.org/pan-science/PaNET/PaNET01171,small molecule diffraction,,small molecule crystallography,chemical crystallography,,,owl:Class,subclass,single crystal diffraction,,,,,,,,,,,,,,,,
1172,http://purl.org/pan-science/PaNET/PaNET01172,surface x-ray diffraction,,,,,,owl:Class,,,,,,,,,,,('surface diffraction' and 'x-ray probe'),,,,,,,
1173,http://purl.org/pan-science/PaNET/PaNET01173,x-ray standing wave,,XSW,,,https://en.wikipedia.org/wiki/X-ray_standing_waves,owl:Class,,,,,,,,,,,('diffraction' and 'absorption technique' and 'x-ray probe' and 'obtain atomic structure'),,,,,,,
1174,http://purl.org/pan-science/PaNET/PaNET01174,coherent diffraction imaging,,CDI,coherent diffractive imaging,,https://en.wikipedia.org/wiki/Coherent_diffraction_imaging,owl:Class,,,,,,,,,,,('coherent diffraction' and 'imaging'),,,,,,,
1175,http://purl.org/pan-science/PaNET/PaNET01175,infrared nanospectroscopy imaging,,nano infrared spectroscopy,,,,owl:Class,,,,,,,,,,,('IR photon probe' and 'spectroscopy' and 'obtain ultrahigh resolution spatial map'),,,,,,,
1176,http://purl.org/pan-science/PaNET/PaNET01176,UV circular dichroism imaging,,,,,,owl:Class,,,,,,,,,,,('natural circular dichroism' and 'UV photon probe' and 'obtain spatial map'),,,,,,,
1177,http://purl.org/pan-science/PaNET/PaNET01177,x-ray fluorescence,,XRF,,,https://en.wikipedia.org/wiki/X-ray_fluorescence,owl:Class,,,,,,,,x-ray_fluorescence,,,,,,,,,,
1178,http://purl.org/pan-science/PaNET/PaNET01178,infrared microscopy,,IR microscopy,,,https://en.wikipedia.org/wiki/Microscopy#Infrared_microscopy,owl:Class,,,,,,,,,,,('IR photon probe' and 'microscopy'),,,,,,,
1179,http://purl.org/pan-science/PaNET/PaNET01179,optical microscopy,,,,,https://en.wikipedia.org/wiki/Optical_microscope,owl:Class,,,,,,,,,,,('visible photon probe' and 'microscopy'),,,,,,,
1180,http://purl.org/pan-science/PaNET/PaNET01180,x-ray microscopy,,,,,https://en.wikipedia.org/wiki/X-ray_microscope,owl:Class,,,,,,,,,,,('x-ray probe' and 'microscopy'),,,,,,,
1181,http://purl.org/pan-science/PaNET/PaNET01181,pair distribution function,,PDF,,,https://en.wikipedia.org/wiki/Pair_distribution_function,owl:Class,,,,,,,,,,,('diffraction' and 'obtain local coordination'),,,,,,,
1182,http://purl.org/pan-science/PaNET/PaNET01182,inelastic x-ray scattering,,IXS,,,https://en.wikipedia.org/wiki/X-ray_scattering_techniques#Inelastic_X-ray_scattering_(IXS),owl:Class,,,,,,,,,,,('inelastic scattering' and 'x-ray probe'),,,,,,,
1183,http://purl.org/pan-science/PaNET/PaNET01183,resonant inelastic x-ray scattering,,RIXS,,,https://en.wikipedia.org/wiki/Resonant_inelastic_X-ray_scattering,owl:Class,,,,,,,,,,,('inelastic x-ray scattering' and 'atomic core excitation' and 'resonant scattering'),,,,,,,
1184,http://purl.org/pan-science/PaNET/PaNET01184,x-ray scattering,,,,,,owl:Class,,,,,,,,,,,('scattering technique' and 'x-ray probe'),,,,,,,
1185,http://purl.org/pan-science/PaNET/PaNET01185,light scattering,,,,,,owl:Class,,,,,,,,,,,('scattering technique' and 'visible photon probe'),,,,,,,
1186,http://purl.org/pan-science/PaNET/PaNET01186,resonant x-ray scattering,,RXS,,,,owl:Class,,,,,,,,,,,('x-ray scattering' and 'atomic core excitation' and 'resonant scattering'),,,,,,,
1187,http://purl.org/pan-science/PaNET/PaNET01187,resonant soft x-ray scattering,,RSXS,,,,owl:Class,,,,,,,,,,,('soft x-ray probe' and 'resonant x-ray scattering' and 'resonant scattering'),,,,,,,
1188,http://purl.org/pan-science/PaNET/PaNET01188,small angle x-ray scattering,,SAXS,,,https://en.wikipedia.org/wiki/Small-angle_X-ray_scattering,owl:Class,,,,,,,,,,,('small angle scattering' and 'x-ray probe'),,,,,,,
1189,http://purl.org/pan-science/PaNET/PaNET01189,small angle neutron scattering,,SANS,,,https://en.wikipedia.org/wiki/Small-angle_neutron_scattering,owl:Class,,,,,,,,,,,('small angle scattering' and 'neutron diffraction'),,,,,,,
1190,http://purl.org/pan-science/PaNET/PaNET01190,total scattering,,,,,,owl:Class,,,,,,,,,,,('atomic scale diffraction' and 'pair distribution function'),,,,,,,
1191,http://purl.org/pan-science/PaNET/PaNET01191,wide angle x-ray scattering,,WAXS,,,,owl:Class,,,,,,,,,,,('high momentum transfer scattering' and 'x-ray probe' and 'atomic scale diffraction'),,,,,,,
1192,http://purl.org/pan-science/PaNET/PaNET01192,circular dichroism,,CD,,,https://en.wikipedia.org/wiki/Circular_dichroism,owl:Class,,,,,,,,,,,('versus photon circular polarization' and 'dichroism'),,,,,,,
1193,http://purl.org/pan-science/PaNET/PaNET01193,energy dispersive x-ray spectroscopy,,EDX,,,https://en.wikipedia.org/wiki/Energy-dispersive_X-ray_spectroscopy,owl:Class,,,,,,,,,,,('dispersive technique' and 'x-ray probe' and 'spectroscopy' and 'atomic core excitation'),,,,,,,
1194,http://purl.org/pan-science/PaNET/PaNET01194,microfocus spectroscopy,,,,,,owl:Class,,,,,,,,,,,('microfocussed probe' and 'spectroscopy'),,,,,,,
1195,http://purl.org/pan-science/PaNET/PaNET01195,raman spectroscopy,,,,,https://en.wikipedia.org/wiki/Raman_spectroscopy,owl:Class,,,,,,,,,,,('inelastic scattering' and 'photon probe'),,,,,,,
1196,http://purl.org/pan-science/PaNET/PaNET01196,x-ray absorption spectroscopy,,XAS,,,https://en.wikipedia.org/wiki/X-ray_absorption_spectroscopy,owl:Class,,,,,,,,,,,('absorption spectroscopy' and 'x-ray absorption' and 'atomic core excitation'),,,,,,,
1197,http://purl.org/pan-science/PaNET/PaNET01197,x-ray absorption fine structure,,XAFS,,,https://en.wikipedia.org/wiki/X-ray_absorption_fine_structure,owl:Class,,,,,,,,,,,('x-ray absorption spectroscopy' and 'atomic core excitation'),,,,,,,
1198,http://purl.org/pan-science/PaNET/PaNET01198,extended x-ray absorption fine structure,,EXAFS,,,https://en.wikipedia.org/wiki/Extended_X-ray_absorption_fine_structure,owl:Class,,,,,,,,,,,('x-ray absorption fine structure' and 'obtain local coordination'),,,,,,,
1199,http://purl.org/pan-science/PaNET/PaNET01199,x-ray absorption near edge structure,,XANES,NEXAFS,,https://en.wikipedia.org/wiki/X-ray_absorption_near_edge_structure,owl:Class,,,,,,,,,,,('x-ray absorption fine structure' and 'obtain electronic ground state properties'),,,,,,,
1200,http://purl.org/pan-science/PaNET/PaNET01200,x-ray emission spectroscopy,,XES,,,https://en.wikipedia.org/wiki/X-ray_emission_spectroscopy,owl:Class,,,,,,,,,,,('inelastic scattering' and 'x-ray probe' and 'photon emission technique' and 'spectroscopy'),,,,,,,
1201,http://purl.org/pan-science/PaNET/PaNET01201,electron spectroscopy,,,,,https://en.wikipedia.org/wiki/Electron_spectroscopy,owl:Class,,,,,,,,,,,('electron emission technique' and 'spectroscopy'),,,,,,,
1202,http://purl.org/pan-science/PaNET/PaNET01202,photoelectron spectroscopy,,PES,,,https://en.wikipedia.org/wiki/Photoemission_spectroscopy,owl:Class,,,,,,,,,,,('electron spectroscopy' and 'photon probe' and 'obtain electronic density of occupied states'),,,,,,,
1203,http://purl.org/pan-science/PaNET/PaNET01203,spin resolved photoelectron spectroscopy,,,,,,owl:Class,,,,,,,,,,,('photoelectron spectroscopy' and 'versus emitted polarization'),,,,,,,
1204,http://purl.org/pan-science/PaNET/PaNET01204,x-ray photoelectron spectroscopy,,XPS,,,https://en.wikipedia.org/wiki/X-ray_photoelectron_spectroscopy,owl:Class,,,,,,,,,,,('x-ray probe' and 'photoelectron spectroscopy'),,,,,,,
1205,http://purl.org/pan-science/PaNET/PaNET01205,x-ray photon correlation spectroscopy,,XPCS,,,https://en.wikipedia.org/wiki/X-ray_Photon_Correlation_Spectroscopy,owl:Class,,,,,,,,,,,('x-ray probe' and 'photon correlation spectroscopy'),,,,,,,
1206,http://purl.org/pan-science/PaNET/PaNET01206,microtomography,,,,,,owl:Class,,,,,,,,,,,('tomography' and 'obtain high resolution spatial map'),,,,,,,
1207,http://purl.org/pan-science/PaNET/PaNET01207,x-ray tomography,,CT scan,,,https://en.wikipedia.org/wiki/CT_scan,owl:Class,,,,,,,,,,,('tomography' and 'x-ray probe'),,,,,,,
1208,http://purl.org/pan-science/PaNET/PaNET01208,x-ray microtomography,,,,,https://en.wikipedia.org/wiki/Talk:X-ray_microtomography,owl:Class,,,,,,,,,,,('microtomography' and 'x-ray probe'),,,,,,,
1209,http://purl.org/pan-science/PaNET/PaNET01209,absorption microtomography,,Absorption-based tomographic microscopy,,,,owl:Class,,,,,,,,,,,('microtomography' and 'absorption technique'),,,,,,,
1210,http://purl.org/pan-science/PaNET/PaNET01210,propagation phase contrast microtomography,,,,,,owl:Class,,,,,,,,,,,('propagation phase contrast tomography' and 'microscopy'),,,,,,,
1211,http://purl.org/pan-science/PaNET/PaNET01211,ultrafast microtomography,,Ultra-fast tomographic microscopy,,,,owl:Class,,,,,,,,,,,('ultrafast tomography' and 'obtain high resolution spatial map'),,,,,,,
1212,http://purl.org/pan-science/PaNET/PaNET01212,ptychography,,,,,https://en.wikipedia.org/wiki/Ptychography,owl:Class,,,,,,,,,,,('coherent diffraction imaging' and 'scanning probe'),,,,,,,
1213,http://purl.org/pan-science/PaNET/PaNET01213,ptychographic nanotomography,,,,,,owl:Class,,,,,,,,,,,('ptychography' and 'nanotomography'),,,,,,,
1214,http://purl.org/pan-science/PaNET/PaNET01214,instrumentation testing,,,,,,owl:Class,,,,,,,,,,instrumentation_testing,,,,,,,,
1215,http://purl.org/pan-science/PaNET/PaNET01215,optics characterization,,,,,,owl:Class,,,,,,,,,,optics_characterization,,,,,,,,
1216,http://purl.org/pan-science/PaNET/PaNET01216,x-ray diffraction,,XRD,,,,owl:Class,,,,,,,,,,,('diffraction' and 'x-ray probe'),,,,,,,
1217,http://purl.org/pan-science/PaNET/PaNET01217,neutron diffraction,,,,,https://en.wikipedia.org/wiki/Neutron_diffraction,owl:Class,,,,,,,,,,,('diffraction' and 'neutron probe'),,,,,,,
1218,http://purl.org/pan-science/PaNET/PaNET01218,ambient pressure x-ray photoelectron spectroscopy,,,,,,owl:Class,subclass,x-ray photoelectron spectroscopy,,,,,,,,,,,,,,,,
1219,http://purl.org/pan-science/PaNET/PaNET01219,scanning transmission x-ray microscopy,,STXM,,,https://en.wikipedia.org/wiki/Scanning_transmission_X-ray_microscopy,owl:Class,,,,,,,,,,,('scanning transmission microscopy' and 'x-ray probe'),,,,,,,
